,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
3411,High Plains Technology Center,Woodward,73801,,PrivacySuppressed,PrivacySuppressed
3412,Academy of Hair Design-Salem,Salem,97301,,PrivacySuppressed,PrivacySuppressed
3413,Abdill Career College Inc,Medford,97504-7137,,,
3414,Paul Mitchell the School-Portland,Portland,97205,,PrivacySuppressed,PrivacySuppressed
3415,The Art Institute of Portland,Portland,97209-2911,,0.328358209,0.38559322
3416,Beau Monde College of Hair Design,Portland,97205,,PrivacySuppressed,PrivacySuppressed
3417,Blue Mountain Community College,Pendleton,97801,,PrivacySuppressed,PrivacySuppressed
3418,Central Oregon Community College,Bend,97703,,0.069984448,0.047745358
3419,Chemeketa Community College,Salem,97305,,PrivacySuppressed,PrivacySuppressed
3420,Clackamas Community College,Oregon City,97045-8980,,0.083459788,0.061810155
3421,Clatsop Community College,Astoria,97103,,0.136612022,0.09009009
3422,College of Hair Design Careers,Salem,97301-1952,,PrivacySuppressed,PrivacySuppressed
3423,Concorde Career College-Portland,Portland,97232-4203,,0.746588694,0.65060241
3424,Concordia University-Portland,Portland,97211-6099,,0.467455621,0.352380952
3425,Sumner College,Portland,97224,,PrivacySuppressed,PrivacySuppressed
3426,East West College of the Healing Arts,Portland,97232-0000,,PrivacySuppressed,PrivacySuppressed
3427,Eastern Oregon University,La Grande,97850,,0.295454546,0.205882353
3428,Phagans School of Hair Design-Portland,Portland,97232,,PrivacySuppressed,PrivacySuppressed
3429,New Hope Christian College-Eugene,Eugene,97405,,PrivacySuppressed,PrivacySuppressed
3430,George Fox University,Newberg,97132,,0.637362637,0.515151515
3431,Phagans Grants Pass College of Beauty,Grants Pass,97526,,PrivacySuppressed,PrivacySuppressed
3432,ITT Technical Institute-Portland,Portland,97220,,0.574468085,0.447470817
3433,Lane Community College,Eugene,97405-0640,,0.094944513,0.047439759
3434,Lewis & Clark College,Portland,97219-7899,,0.670833333,0.639705882
3435,Linfield College-McMinnville Campus,McMinnville,97128-6894,,0.566037736,0.415
3436,Linn-Benton Community College,Albany,97321,,0.102827764,0.063862928
3437,Northwest College-Beaverton,Beaverton,97005,,PrivacySuppressed,PrivacySuppressed
3438,Marylhurst University,Marylhurst,97036-0261,,0.351724138,0.461538462
3439,Phagans Medford Beauty School,Medford,97504,,PrivacySuppressed,PrivacySuppressed
3440,Northwest College-Clackamas,Happy Valley,97086,,PrivacySuppressed,PrivacySuppressed
3441,Mount Angel Seminary,Saint Benedict,97373-0505,,PrivacySuppressed,PrivacySuppressed
3442,Mt Hood Community College,Gresham,97030,,0.112773303,0.071428571
3443,Multnomah University,Portland,97220,,0.365591398,0.333333333
3444,National University of Natural Medicine,Portland,97201-4848,,PrivacySuppressed,PrivacySuppressed
3445,Northwest Nannies Institute,Lake Oswego,97035,,PrivacySuppressed,PrivacySuppressed
3446,Northwest Christian University,Eugene,97401-3745,,0.279569893,0.224137931
3447,Oregon Health & Science University,Portland,97239-3098,,0.813636364,0.811594203
3448,Oregon Institute of Technology,Klamath Falls,97601-8801,,0.366197183,0.264264264
3449,Oregon College of Art and Craft,Portland,97225,,PrivacySuppressed,PrivacySuppressed
3450,Oregon State University,Corvallis,97331,,0.474091721,0.462460568
3451,University of Oregon,Eugene,97403,,0.566198902,0.514727541
3452,Pacific Northwest College of Art,Portland,97209-3404,,PrivacySuppressed,PrivacySuppressed
3453,Pacific University,Forest Grove,97116,,0.611872146,0.513274336
3454,Phagans Beauty College,Corvallis,97333,,PrivacySuppressed,PrivacySuppressed
3455,Phagans Central Oregon Beauty College,Bend,97701,,PrivacySuppressed,PrivacySuppressed
3456,Phagans School of Beauty,Salem,97301,,PrivacySuppressed,PrivacySuppressed
3457,Phagans School of Hair Design,Happy Valley,97086,,PrivacySuppressed,PrivacySuppressed
3458,Summit Salon Academy-Portland,Tigard,97223,,PrivacySuppressed,PrivacySuppressed
3459,Portland Community College,Portland,97219-7132,,0.049464747,0.045876887
3460,Portland State University,Portland,97201,,0.318360472,0.267498268
3461,University of Portland,Portland,97203-5798,,0.674772037,0.533333333
3462,Reed College,Portland,97202-8199,,0.664233577,0.621052632
3463,Rogue Community College,Grants Pass,97527-9291,,0.06601467,0.035573123
3464,Roseburg Beauty College,Roseburg,97470,,PrivacySuppressed,PrivacySuppressed
3465,Pioneer Pacific College,Wilsonville,97070-9296,,0.577235772,0.461538462
3466,Springfield College of Beauty,Springfield,97477,,PrivacySuppressed,PrivacySuppressed
3467,Southern Oregon University,Ashland,97520,,0.260124611,0.263269639
3468,Southwestern Oregon Community College,Coos Bay,97420-2193,,0.062271062,0.058823529
3469,Treasure Valley Community College,Ontario,97914,,0.15727003,0.133757962
3470,Umpqua Community College,Roseburg,97470-0226,,0.13015873,0.102272727
3471,Warner Pacific College,Portland,97215,,0.509259259,0.333333333
3472,Corban University,Salem,97317-9392,,0.101351351,0.102040816
3473,College of Cosmetology,Klamath Falls,97601-3233,,PrivacySuppressed,PrivacySuppressed
3474,Everest College-Portland,Portland,97205,,0.570528967,0.326829268
3475,Western Seminary,Portland,97215-3367,,PrivacySuppressed,PrivacySuppressed
3476,Willamette University,Salem,97301,,0.768472906,0.710982659
3477,Western Oregon University,Monmouth,97361-1394,,0.374079529,0.283146067
3478,University of Western States,Portland,97230-3099,,PrivacySuppressed,PrivacySuppressed
3479,Abington Memorial Hospital Dixon School of Nursing,Willow Grove,19090-1284,,PrivacySuppressed,PrivacySuppressed
3480,Jolie Hair and Beauty Academy-Hazleton,Hazleton,18201,,PrivacySuppressed,PrivacySuppressed
3481,Keystone Technical Institute,Harrisburg,17112-1012,,0.446540881,0.393939394
3482,Bryn Athyn College of the New Church,Bryn Athyn,19009-0717,,,
3483,Academy of Vocal Arts,Philadelphia,19103-6685,,,
3484,Albright College,Reading,19612-5234,,0.426332288,0.334801762
3485,All-State Career School-Lester,Lester,19029,,0.604651163,0.784810127
3486,Community College of Allegheny County,Pittsburgh,15233-1895,,0.0671875,0.042352941
3487,Allegheny College,Meadville,16335-3902,,0.64806867,0.655172414
3488,The  Beauty Institute,Allentown,18109-1629,,PrivacySuppressed,PrivacySuppressed
3489,DeSales University,Center Valley,18034-9568,,0.447457627,0.449152542
3490,Altoona Beauty School Inc,Altoona,16602-6039,,PrivacySuppressed,PrivacySuppressed
3491,Alvernia University,Reading,19607-1799,,0.462962963,0.483660131
3492,The Beauty Institute-Ambler,Ambler,19002,,PrivacySuppressed,PrivacySuppressed
3493,Antonelli Institute,Erdenheim,19038-8242,,0.75,0.648648649
3494,The Art Institutes of York-PA,York,17402-9012,,0.684931507,0.7875
3495,The Art Institute of Philadelphia,Philadelphia,19103-5198,,0.386873921,0.338709677
3496,Career Training Academy-Lower Burrell,Lower Burrell,15068,,PrivacySuppressed,PrivacySuppressed
3497,The Art Institute of Pittsburgh,Pittsburgh,15219-1328,,0.291666667,0.213181448
3498,Automotive Training Center-Exton,Exton,19341-1310,,PrivacySuppressed,PrivacySuppressed
3499,Clarks Summit University,South Abington Township,18411-1250,,0.330769231,0.242424242
3500,Community College of Beaver County,Monaca,15061-2588,,PrivacySuppressed,PrivacySuppressed
3501,Arcadia University,Glenside,19038-3295,,0.45,0.471830986
3502,Berean Institute,Philadelphia,19130-9714,,PrivacySuppressed,PrivacySuppressed
3503,Bidwell Training Center Inc,Pittsburgh,15233,,PrivacySuppressed,PrivacySuppressed
3504,Bloomsburg University of Pennsylvania,Bloomsburg,17815,,0.45471878,0.381795196
3505,Bradford School,Pittsburgh,15219,,0.704433498,0.548780488
3506,Brandywine School of Nursing,Coatesville,19320-1536,,PrivacySuppressed,PrivacySuppressed
3507,Bryn Mawr College,Bryn Mawr,19010,,PrivacySuppressed,PrivacySuppressed
3508,Bucknell University,Lewisburg,17837,,0.896193772,0.826989619
3509,Bucks County Community College,Newtown,18940-4106,,0.141361257,0.129032258
3510,Bucks County School of Beauty Culture Inc,Feasterville,19053-7368,,PrivacySuppressed,PrivacySuppressed
3511,Butler Beauty Academy,Butler,16001,,PrivacySuppressed,PrivacySuppressed
3512,Butler County Community College,Butler,16002,,0.095041322,0.046153846
3513,Cabrini University,Radnor,19087-3698,,0.53968254,0.462765957
3514,California University of Pennsylvania,California,15419-1394,,0.433287483,0.336666667
3515,Cambria-Rowe Business College-Johnstown,Johnstown,15902,,0.520737327,0.366666667
3516,Carlow University,Pittsburgh,15213-3165,,PrivacySuppressed,PrivacySuppressed
3517,Carnegie Mellon University,Pittsburgh,15213-3890,,0.746130031,0.698850575
3518,Cedar Crest College,Allentown,18104-6196,,0.466292135,0.416666667
3519,Central Penn College,Summerdale,17093-0309,,0.337719298,0.219512195
3520,Center for Innovative Training and Education,Philadelphia,19106,,PrivacySuppressed,PrivacySuppressed
3521,Chatham University,Pittsburgh,15232,,PrivacySuppressed,PrivacySuppressed
3522,Chestnut Hill College,Philadelphia,19118-2693,,PrivacySuppressed,PrivacySuppressed
3523,Cheyney University of Pennsylvania,Cheyney,19319-0200,,0.198924731,0.127853881
3524,Brightwood Career Institute-Philadelphia Mills,Philadelphia,19154,,0.638888889,0.722222222
3525,Citizens School of Nursing,New Kensington,15068-6525,,PrivacySuppressed,PrivacySuppressed
3526,Clarion University of Pennsylvania,Clarion,16214,,0.465811966,0.369047619
3527,YTI Career Institute-Capital Region,Mechanicsburg,17055,,0.785388128,0.653179191
3528,DLP Conemaugh Memorial Medical Center,Johnstown,15905-4398,,PrivacySuppressed,PrivacySuppressed
3529,Consolidated School of Business-York,York,17404,,PrivacySuppressed,PrivacySuppressed
3530,Curtis Institute of Music,Philadelphia,19103,,PrivacySuppressed,PrivacySuppressed
3531,Dean Institute of Technology,Pittsburgh,15226-1197,,PrivacySuppressed,PrivacySuppressed
3532,Delaware County Community College,Media,19063-1094,,PrivacySuppressed,PrivacySuppressed
3533,Delaware Valley Academy of Medical and Dental Assistants,Philadelphia,19114,,PrivacySuppressed,PrivacySuppressed
3534,Delaware Valley University,Doylestown,18901-2697,,0.056497175,0.064935065
3535,Dickinson College,Carlisle,17013-2896,,0.838383838,0.747368421
3536,Pennsylvania State University-Dickinson Law,Carlisle,17013-2861,,0.55173454,0.487676544
3537,Douglas Education Center,Monessen,15062,,0.593220339,0.703703704
3538,Drexel University,Philadelphia,19104,,0.466237942,0.455259027
3539,Du Bois Business College-Du Bois,Du Bois,15801,,0.513108614,0.493975904
3540,Everest Institute-Pittsburgh,Pittsburgh,15222-1320,,0.40060241,0.265486726
3541,Duquesne University,Pittsburgh,15282,,0.626506024,0.577861163
3542,East Stroudsburg University of Pennsylvania,East Stroudsburg,18301-2999,,0.494444444,0.322175732
3543,Eastern University,Saint Davids,19087-3696,,0.641943734,0.684491979
3544,Edinboro University of Pennsylvania,Edinboro,16444-0001,,0.456038647,0.363509749
3545,Elizabethtown College,Elizabethtown,17022-2298,,0.557324841,0.452380952
3546,Empire Beauty School-State College,State College,16801,,PrivacySuppressed,PrivacySuppressed
3547,Empire Beauty School-Lebanon,Lebanon,17042,,PrivacySuppressed,PrivacySuppressed
3548,Empire Beauty School-York,York,17402,,PrivacySuppressed,PrivacySuppressed
3549,Empire Beauty School-Lancaster,Lancaster,17603,,PrivacySuppressed,PrivacySuppressed
3550,Empire Beauty School-Williamsport,Williamsport,17701,,PrivacySuppressed,PrivacySuppressed
3551,Empire Beauty School-Shamokin Dam,Shamokin Dam,17876,,PrivacySuppressed,PrivacySuppressed
3552,Empire Beauty School-Pottsville,Pottsville,17901,,PrivacySuppressed,PrivacySuppressed
3553,Empire Beauty  School-Lehigh Valley,Whitehall,18052,,PrivacySuppressed,PrivacySuppressed
3554,Empire Beauty School-Gwinnett,Lawrenceville,30044-3045,,PrivacySuppressed,PrivacySuppressed
3555,Empire Beauty School-Wyoming Valley,Moosic,18507,,0.043273754,0.053921569
3556,Empire Beauty School-Pottstown,Pottstown,19464,,PrivacySuppressed,PrivacySuppressed
3557,Empire Beauty School-Warminster,Warminster,18974,,PrivacySuppressed,PrivacySuppressed
3558,Empire Beauty School-Harrisburg,Harrisburg,17109,,PrivacySuppressed,PrivacySuppressed
3559,Empire Beauty School-Reading,Reading,19605,,PrivacySuppressed,PrivacySuppressed
3560,Episcopal School of Nursing,Philadelphia,19125-1000,,PrivacySuppressed,PrivacySuppressed
3561,Erie Business Center-Erie,Erie,16501,,0.330612245,0.290322581
3562,Erie Institute of Technology Inc,Erie,16565,,PrivacySuppressed,PrivacySuppressed
3563,Evangelical Theological Seminary,Myerstown,17067-1222,,,
3564,Aria Health School of Nursing,Trevose,19053-6939,,PrivacySuppressed,PrivacySuppressed
3565,Franklin and Marshall College,Lancaster,17604-3003,,0.811023622,0.6796875
3566,Gannon University,Erie,16541-0001,,0.58908046,0.565217391
3567,Geneva College,Beaver Falls,15010-3599,,0.580924856,0.507518797
3568,Gettysburg College,Gettysburg,17325,,0.794258373,0.719626168
3569,Empire Beauty School-Exton,Exton,19341,,PrivacySuppressed,PrivacySuppressed
3570,Empire Beauty School-Laurel Springs,Laurel Springs,08021-5602,,PrivacySuppressed,PrivacySuppressed
3571,Empire Beauty School-NE Philadelphia,Philadelphia,19154,,PrivacySuppressed,PrivacySuppressed
3572,Gratz College,Melrose Park,19027-3010,,PrivacySuppressed,PrivacySuppressed
3573,Gwynedd Mercy University,Gwynedd Valley,19437-0901,,0.507978723,0.394495413
3574,Harcum College,Bryn Mawr,19010-3470,,0.542553192,0.541666667
3575,Harrisburg Area Community College-Harrisburg,Harrisburg,17110-2999,,0.178021978,0.130227001
3576,Haverford College,Haverford,19041-1392,,PrivacySuppressed,PrivacySuppressed
3577,Commonwealth Technical Institute,Johnstown,15905-3092,,PrivacySuppressed,PrivacySuppressed
3578,Holy Family University,Philadelphia,19114-2009,,0.437931035,0.277777778
3579,Hussian College School of Art,Philadelphia,19106,,PrivacySuppressed,PrivacySuppressed
3580,Brightwood Career Institute-Pittsburgh,Pittsburgh,15222,,0.440594059,0.410447761
3581,Immaculata University,Immaculata,19345,,PrivacySuppressed,PrivacySuppressed
3582,Indiana University of Pennsylvania-Main Campus,Indiana,15705-1098,,0.41992665,0.304949054
3583,Pennsylvania School of Business,Allentown,18102,,PrivacySuppressed,PrivacySuppressed
3584,Jameson Health System,New Castle,16105-2595,,PrivacySuppressed,PrivacySuppressed
3585,Great Lakes Institute of Technology,Erie,16509-2482,,0.702702703,0.575
3586,Jolie Hair and Beauty Academy-Wilkes-Barre,Wilkes Barre,18702,,PrivacySuppressed,PrivacySuppressed
3587,Johnson College,Scranton,18508-1495,,0.6,0.568965517
3588,Juniata College,Huntingdon,16652-2196,,0.120218579,0.107142857
3589,Keystone College,La Plume,18440-0200,,0.224299065,0.160337553
3590,Anthem Institute-Springfield,Springfield,19064,,0.378378378,0.406956522
3591,King's College,Wilkes-Barre,18711-0801,,0.732342007,0.649056604
3592,Kittanning Beauty Academy,Kittanning,16201,,PrivacySuppressed,PrivacySuppressed
3593,Kutztown University of Pennsylvania,Kutztown,19530-0730,,0.444117647,0.348868176
3594,La Roche College,Pittsburgh,15237-5898,,0.394957983,0.294642857
3595,La Salle University,Philadelphia,19141-1199,,0.6660746,0.597530864
3596,Lackawanna College,Scranton,18509-3206,,0.191836735,0.137026239
3597,Lafayette College,Easton,18042-1768,,0.871428571,0.816091954
3598,Lancaster Bible College,Lancaster,17601-5036,,0.527472528,0.426966292
3599,Lancaster General Hospital-Lancaster Institute for Health Education,Lancaster,17602,,PrivacySuppressed,PrivacySuppressed
3600,Lancaster Theological Seminary,Lancaster,17603-2897,,,
3601,Lancaster School of Cosmetology & Therapeutic Bodywork,Lancaster,17602,,PrivacySuppressed,PrivacySuppressed
3602,Lansdale School of Business,North Wales,19454-4114,,0.480620155,0.385964912
3603,Lansdale School of Cosmetology Inc,Lansdale,19446-2003,,PrivacySuppressed,PrivacySuppressed
3604,Lebanon Valley College,Annville,17003-1400,,0.637614679,0.532994924
3605,Lehigh Carbon Community College,Schnecksville,18078-2598,,0.119109948,0.101731602
3606,Berks Technical Institute,Wyomissing,19610-1168,,0.587155963,0.475113122
3607,Lehigh University,Bethlehem,18015,,0.794776119,0.751295337
3608,Levittown Beauty Academy,Levittown,19054,,PrivacySuppressed,PrivacySuppressed
3609,Lincoln Technical Institute-Allentown,Allentown,18104-9889,,0.534482759,0.513317191
3610,Lincoln Technical Institute-Philadelphia,Philadelphia,19136,,PrivacySuppressed,PrivacySuppressed
3611,Lincoln University,Lincoln University,19352-0999,,0.377410468,0.265306122
3612,Lock Haven University,Lock Haven,17745-2390,,0.482962963,0.354460094
3613,St Margaret School of Nursing,Pittsburgh,15238-3250,,PrivacySuppressed,PrivacySuppressed
3614,Lutheran Theological Seminary at Gettysburg,Gettysburg,17325-1795,,,
3615,Lutheran Theological Seminary at Philadelphia,Philadelphia,19119-1794,,,
3616,Luzerne County Community College,Nanticoke,18634-3899,,0.143239625,0.082217973
3617,Lycoming College,Williamsport,17701-5192,,0.671568628,0.631067961
3618,Erie Business Center-New Castle,New Castle,16101-3950,,0.330612245,0.290322581
